Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
114038,"г.Пинск, Черняховского, 80",,"M, V, L",,52.118232641,26.091236177
114039,"г.Пинск, р-н ул. Центральная, 5б",,"M, V, L",,52.135801516,26.110150885
114040,"г.Пинск, ул. Интернациональная, 53",,"M, V, L",,52.127277778,26.108916667
114042,"г.Пинск, р-н ул. Минеева, 5",,"M, V, L",,52.137939694,26.069165639
114242,н.п. Сухое,"M, V, L",,,52.11152778,25.63119444
114245,"г. Барановичи, ул. Матросова, 20а",,"M, V, L",,53.134638889,25.992638889
114247,д. Именин,"M, V, L",,,52.26227778,24.36122222
114250,н.п. Хомск ул. Набережная д.22,"M, V, L",,,52.33455556,25.21719444
114320,д. Домашицы,"M, V, L",,,52.11538889,25.98944444
114321,н.п. Заказанка,"M, V, L",,,51.97680556,23.69163889
114322,н.п. Остромечево,"M, V, L",,,52.26225,23.58761111
114323,н.п. Лысково,"M, V, L",,,52.85141667,24.63797222
114364,"г.Пинск, Федотова, 22",,"M, V, L",,52.141411784,26.088937813
114398,д. Лозичи ,"M, V, L",,,52.07988889,26.42794444
114399,"н.п. Городище, ул. Лунинецкая, 30","M, V, L",,,52.17525,26.26230556
114421,н.п. Плещицы,"M, V, L",,,52.06516667,26.20838889
114501,"г. Лунинец, ул. Красная, 179",,"M, V, L",,52.263106711,26.775903223
114517,"г.Пинск, Звездная, 3",,"M, V, L",,52.133423467,26.100409377
114528,"Хотыничский с.с., н.п. Раздяловичи, ул.  Мира    ","M, V, L",,,52.62563889,26.15472222
114539,"г.Пинск, Ленинградская, 15",,"M, V, L",,52.118304507,26.10770972
114618,д. Петковичи,"M, V, L",,,53.29502778,26.36294444
114706,"г.Пинск, ул. ИПД, 36",,"M, V, L",,52.119004573,26.117498377
114825,н.п. Почапово,"M, V, L",,,52.15091667,26.21008333
115033,"н.п. Язвинки, ул. Банная, 2В","V, L",,,52.24844703,26.90406466
115140,"д. Кривошин, ул. Репиховская, д.3","M, V, L",,,52.86902778,26.13622222
115256,"г.Пинск, ул. Центральная, 88",,"M, V, L",,52.13653093,26.09143368
115311,н.п. Сушитница,"M, V, L",,,51.70605556,24.16688889
115414,"г.Пинск, ул. Ж. Гуренковой, 3",,"M, V, L",,52.133704627,26.121881084
115462,д. Здитово,"M, V, L",,,52.48030556,24.99652778
115463,д. Деревная,"M, V, L",,,53.07069444,25.83805556
115544,н.п. Кончицы,"M, V, L",,,52.06672222,25.81452778
115699,"г. Лунинец, Лунинский с/с, д.8-5 ",,"M, V, L",,52.265544942,26.82481867
115943,н.п. Черни,"M, V, L",,,52.15958333,23.76344444
115989,"г.Пинск, напротив ул. 60 лет Октября, 16",,"M, V, L",,52.113944444,26.061916667
115990,"г. Лунинец, в районе ул. Чапаева, 50",,"M, V, L",,52.250241856,26.824058645
115994,н.п. Бытенский д.1,"M, V, L",,,52.73488889,25.44438889
115996,н.п. Пески,"M, V, L",,,52.18786111,24.229111108
116207,н.п. Тельминский д. 11А,"M, V, L",,,52.11716667,23.88647222
116305,н.п. Каролин,"M, V, L",,,52.22963889,25.83963889
116423,н.п. Ясень,"M, V, L",,,52.54941667,24.04502778
116497,"н.п. Петьки (М-12, 6-й км)","M, V, L",,,52.16230556,24.32530556
116518,н.п. Завышье ул. Завышанская 3А,"M, V, L",,,52.00308333,25.68725
116522,н.п. Малые Щитники,"M, V, L",,,52.23594444,23.49186111
116668,н.п. Нагорье ул. Железнодорожная,"M, V, L",,,52.19108333,25.07730556
116805,"г.Пинск, ул. Козубовского, 27",,"M, V, L",,52.120911803,26.020472116
116933,н.п. Белое Озеро,"M, V, L",,,51.82052778,23.70177778
117045,н.п. Каменюки,"M, V, L",,,52.57197222,23.80433333
117084,д. Ласицк,"M, V, L",,,51.93219444,26.29291667
117233,аг. Лесная,"V, L",,,52.94855556,25.73358333
117234,аг. Лесная,"V, L",,,52.91566667,25.68675
117235,д. Грицевец,"V, L",,,53.03855556,25.86111111
117263,"д. Заполье, ул. Топольная, 18","M, V, L",,,52.14719444,26.07819444
117733,н.п. Мухавец ул. 60 лет Октября д. 2А,"M, V, L",,,52.02147222,23.79097222
117784,"н.п. Большая Турна, ул. Восточная ","M, V, L",,,52.27361111,23.77286111
118053,п. Октябрьский,"M, V, L",,,53.19688889,26.02341667
118448,д. Гули ЧУП “АСБ Центр оздоровления Солнечный”,"M, V, L",,,52.09158333,23.87052778
